Ts (degC),I (a.u.),x3,x4,x5,P (W),q (slm)
46.19,2271302.91422934,2.5,6,2.5,2.5,6
46.13,2292338.91011281,2.5,6,2.5,2.5,6
46.12,2270269.87567665,2.5,6,2.5,2.5,6
46.01,2280282.07153199,2.5,6,2.5,2.5,6
45.89,2253959.91414473,2.5,6,2.5,2.5,6
45.89,2298107.0987876,2.5,6,2.5,2.5,6
46.02,2337469.11975567,2.5,6,2.5,2.5,6
46.07,2291120.23012219,1.5,5,1.5,1.5,5
45.18,1812314.86807331,1.5,5,1.5,1.5,5
44.08,1771421.64400376,1.5,5,1.5,1.5,5
43.58,1751724.55773496,1.5,5,1.5,1.5,5
43.28,1734653.55253759,1.5,5,1.5,1.5,5
42.95,1771236.86486842,1.5,5,1.5,1.5,5
42.69,1775551.45767857,1.5,5,1.5,1.5,5
42.52,1802445.56808271,1.5,5,1.5,1.5,5
42.33,1753212.5225188,1.5,5,1.5,1.5,5
42.21,1780932.59565789,1.5,5,1.5,1.5,5
42,1787924.514953,1.5,5,1.5,1.5,5
41.77,1801967.35968046,1.5,5,1.5,1.5,5
41.48,1806991.25799812,1.5,5,1.5,1.5,5
41.4,1782963.81109962,1.5,5,1.5,1.5,5
41.22,1803131.34504699,1.5,5,1.5,1.5,5
41,1744621.89414473,1.5,5,1.5,1.5,5
40.75,1754706.0306767,1.5,5,1.5,1.5,5
40.7,1705739.06706767,1.5,5,1.5,1.5,5
40.35,1742183.91823308,1.5,5,1.5,1.5,5
40.26,1768438.20008459,1.5,5,1.5,1.5,5
40.09,1761787.38307331,1.5,5,1.5,1.5,5
39.92,1779936.63611842,1.5,5,1.5,1.5,5
39.75,1745255.68657894,1.5,5,1.5,1.5,5
39.85,1752767.82073308,1.5,5,1.5,1.5,5
39.69,1745895.88468985,1.5,5,1.5,1.5,5
39.57,1760667.86788533,1.5,5,1.5,1.5,5
39.47,1733860.23411655,1.5,5,1.5,1.5,5
39.29,1724210.20536654,1.5,5,1.5,1.5,5
39.19,1741011.43302631,1.5,5,1.5,1.5,5
39.04,1758806.64924812,1.5,5,1.5,1.5,5
38.92,1766633.40067669,1.5,5,1.5,1.5,5
38.83,1749219.56859022,1.5,5,1.5,1.5,5
38.7,1756702.87719925,1.5,5,1.5,1.5,5
38.77,1748774.86680451,1.5,5,1.5,1.5,5
38.7,1725308.77891917,1.5,5,1.5,1.5,5
38.67,1771216.78553572,1.5,5,1.5,1.5,5
38.69,1756079.30921053,1.5,5,1.5,1.5,5
38.59,1766279.97978383,1.5,5,1.5,1.5,5
38.54,1748516.79194548,1.5,5,1.5,1.5,5
38.51,1768762.30268797,1.5,5,1.5,1.5,5
38.43,1766351.67408835,1.5,5,1.5,1.5,5
38.3,1774384.63903195,1.5,5,1.5,1.5,5
38.33,1759383.77608082,1.5,5,1.5,1.5,5
38.38,1729985.53883458,1.5,5,1.5,1.5,5
38.47,1761628.22664474,1.5,5,1.5,1.5,5
38.45,1770588.29010338,1.5,5,1.5,1.5,5
38.3,1774096.50676691,1.5,5,1.5,1.5,5
38.11,1758916.28486842,1.5,5,1.5,1.5,5
38.1,1779014.21867481,1.5,5,1.5,1.5,5
38.07,1773112.86583647,1.5,5,1.5,1.5,5
38.02,1769349.90033834,1.5,5,1.5,1.5,5
37.98,1767607.06353383,1.5,5,1.5,1.5,5
37.99,1775628.57217105,1.5,5,1.5,1.5,5
37.87,1788393.85395676,1.5,5,1.5,1.5,5
37.89,1764055.85492481,1.5,5,1.5,1.5,5
37.81,1739820.71627819,1.5,5,1.5,1.5,5
37.81,1747784.94338346,1.5,5,1.5,1.5,5
37.77,1758699.97009399,1.5,5,1.5,1.5,5
37.68,1745008.94484023,1.5,5,1.5,1.5,5
37.58,1769251.22828007,1.5,5,1.5,1.5,5
37.49,1774907.31761278,3,6.5,3,3,6.5
38.93,2414714.18949248,3,6.5,3,3,6.5
40.49,2347909.14090228,3,6.5,3,3,6.5
40.74,2334678.70843984,3,6.5,3,3,6.5
41.08,2341736.28592107,3,6.5,3,3,6.5
41.6,2327990.07329888,3,6.5,3,3,6.5
42.1,2353404.71875943,3,6.5,3,3,6.5
42.31,2392265.98827064,3,6.5,3,3,6.5
42.62,2414591.49614662,3,6.5,3,3,6.5
42.91,2415498.26895677,3,6.5,3,3,6.5
43.31,2374057.60590229,3,6.5,3,3,6.5
43.47,2296235.28614661,3,6.5,3,3,6.5
43.79,2397457.54285717,3,6.5,3,3,6.5
44.19,2378364.93073312,3,6.5,3,3,6.5
44.3,2416239.47966168,3,6.5,3,3,6.5
44.5,2400270.25085523,3,6.5,3,3,6.5
44.86,2412480.9488628,3,6.5,3,3,6.5
45.05,2319997.26702064,3,6.5,3,3,6.5
45.1,2321650.42435149,3,6.5,3,3,6.5
45.31,2366683.9329135,3,6.5,3,3,6.5
45.55,2403713.17889095,3,6.5,3,3,6.5
45.57,2411276.9280169,3,6.5,3,3,6.5
45.83,2370810.66693605,3,6.5,3,3,6.5
45.88,2418068.91628758,3,6.5,3,3,6.5
45.99,2384268.99366544,3,6.5,3,3,6.5
46.02,2375718.77032891,3,6.5,3,3,6.5
46.15,2415861.42155074,3,6.5,3,3,6.5
46.21,2417213.01933268,3,6.5,3,3,6.5
46.37,2385323.5897838,3,6.5,3,3,6.5
46.44,2419415.09388154,3,6.5,3,3,6.5
46.45,2351242.31013157,3,6.5,3,3,6.5
46.6,2395473.01494361,3,6.5,3,3,6.5
46.69,2400684.15611839,3,6.5,3,3,6.5
46.74,2376614.94913535,3,6.5,3,3,6.5
46.75,2385514.28185147,3,6.5,3,3,6.5
46.86,2438518.42319548,3,6.5,3,3,6.5
46.95,2433149.8501974,3,6.5,3,3,6.5
47.13,2408871.47323312,3,6.5,3,3,6.5
47.26,2382938.83026317,3,6.5,3,3,6.5
47.31,2397550.30198311,3,6.5,3,3,6.5
47.42,2429360.89243423,3,6.5,3,3,6.5
47.56,2390755.23406012,3,6.5,3,3,6.5
47.61,2382020.10840228,3,6.5,3,3,6.5
47.56,2405435.32043233,3,6.5,3,3,6.5
47.67,2382126.9107425,3,6.5,3,3,6.5
47.77,2408638.1587782,3,6.5,3,3,6.5
47.81,2394254.33495299,3,6.5,3,3,6.5
47.85,2271220.00999062,3,6.5,3,3,6.5
47.95,2204502.30033831,3,6.5,3,3,6.5
47.51,2181316.3376222,3,6.5,3,3,6.5
47.7,2198608.95459584,3,6.5,3,3,6.5
47.99,2327803.69274434,3,6.5,3,3,6.5
47.93,2384592.84989661,3,6.5,3,3,6.5
48.01,2222178.88835522,3,6.5,3,3,6.5
48.05,2344267.14414473,3,6.5,3,3,6.5
48.25,2297343.96095862,3,6.5,3,3,6.5
48.3,2412805.29783833,3,6.5,3,3,6.5
48.54,2398313.07025374,3,6.5,3,3,6.5
48.48,2411558.90097746,3,6.5,3,3,6.5
48.63,2389320.23929515,3,6.5,3,3,6.5
48.65,2363264.28704889,3,4,3,3,4
48.62,2429154.80210523,3,4,3,3,4
49.59,2472995.49975566,3,4,3,3,4
50.26,2465189.19721803,3,4,3,3,4
50.77,2462997.47030074,3,4,3,3,4
51.22,2466789.75408834,3,4,3,3,4
51.37,2440895.66836463,3,4,3,3,4
51.54,2401050.63473686,3,4,3,3,4
51.73,2435932.13123119,3,4,3,3,4
51.87,2435837.27794174,3,4,3,3,4
51.93,2441293.18987779,3,4,3,3,4
52.16,2452229.03503758,3,4,3,3,4
52.25,2393807.16944547,3,4,3,3,4
52.21,2436550.27903198,3,4,3,3,4
52.59,2443963.86431392,3,4,3,3,4
52.69,2441602.14059208,3,4,3,3,4
52.88,2416022.54895678,3,4,3,3,4
52.85,2417423.05161657,3,4,3,3,4
52.91,2444190.15716169,3,4,3,3,4
52.92,2472318.09944548,3,4,3,3,4
53.1,2465107.52484026,3,4,3,3,4
53.27,2463663.04474627,3,4,3,3,4
53.2,2451243.29994361,3,4,3,3,4
53.35,2404059.33180454,3,4,3,3,4
53.4,2416631.21142858,3,4,3,3,4
53.4,2425815.59675748,3,4,3,3,4
53.46,2434597.28675748,3,4,3,3,4
53.48,2361390.13387219,3,4,3,3,4
53.6,2430171.21053573,3,4,3,3,4
53.67,2461284.1981579,3,4,3,3,4
53.71,2428464.46725565,3,4,3,3,4
53.73,2403634.83253759,3,4,3,3,4
53.8,2416711.77513156,3,4,3,3,4
53.87,2411130.33656953,3,4,3,3,4
53.89,2448585.31367484,3,4,3,3,4
53.89,2433910.77067666,3,4,3,3,4
53.98,2425822.24880636,3,4,3,3,4
54.01,2443956.5963346,3,4,3,3,4
53.92,2425886.42875944,3,4,3,3,4
54.01,2424549.73649433,3,4,3,3,4
54.03,2440372.25066726,3,4,3,3,4
54.06,2488433.4269549,3,4,3,3,4
54.07,2450192.15303573,3,4,3,3,4
54.06,2443086.65616543,3,4,3,3,4
54.17,2430831.11842108,3,4,3,3,4
54.27,2460121.81421055,3,4,3,3,4
54.31,2447909.51478381,3,4,3,3,4
54.38,2428249.13796996,3,4,3,3,4
54.35,2399726.87701127,3,4,3,3,4
54.41,2458702.71045116,3,4,3,3,4
54.57,2438199.49440791,3,4,3,3,4
54.73,2439193.9757143,3,4,3,3,4
54.51,2452828.45855262,3,4,3,3,4
54.64,2442652.54838347,3,4,3,3,4
54.68,2457270.30259401,3,4,3,3,4
54.76,2475343.67300749,3,4,3,3,4
54.73,2431422.53484026,3,4,3,3,4
54.62,2465151.50227441,3,4,3,3,4
54.61,2423452.3948026,3,4,3,3,4
54.58,2438440.07684208,3,4,3,3,4
54.55,2450622.19567665,2,7.5,2,2,7.5
53.95,2204716.15139094,2,7.5,2,2,7.5
50.99,2034810.99733083,2,7.5,2,2,7.5
49.53,2035359.79136278,2,7.5,2,2,7.5
48.71,1999928.02260339,2,7.5,2,2,7.5
48.12,2019481.47389098,2,7.5,2,2,7.5
47.55,2019950.44333647,2,7.5,2,2,7.5
47.06,2016333.69972745,2,7.5,2,2,7.5
46.66,1951885.07785714,2,7.5,2,2,7.5
46.05,2001024.37880639,2,7.5,2,2,7.5
45.86,1988293.95868421,2,7.5,2,2,7.5
45.55,1962649.07842106,2,7.5,2,2,7.5
45.23,1983635.43031015,2,7.5,2,2,7.5
44.98,1982375.7293515,2,7.5,2,2,7.5
44.51,1988582.09094925,2,7.5,2,2,7.5
44.29,2006994.46948308,2,7.5,2,2,7.5
44.17,1972544.2474906,2,7.5,2,2,7.5
43.88,1991203.73732143,2,7.5,2,2,7.5
43.47,2022632.32770677,2,7.5,2,2,7.5
43.34,1995468.19339286,2,7.5,2,2,7.5
43.31,2023424.6606391,2,7.5,2,2,7.5
43.03,1979355.82234962,2,7.5,2,2,7.5
42.93,2005431.73074248,2,7.5,2,2,7.5
42.69,2019650.48520677,2,7.5,2,2,7.5
42.48,1962085.62524436,2,7.5,2,2,7.5
42.12,2025457.72387218,2,7.5,2,2,7.5
42.09,2002405.66443609,2,7.5,2,2,7.5
42.03,1977706.97653195,2,7.5,2,2,7.5
41.79,1994016.81487782,2,7.5,2,2,7.5
41.76,2021822.7487218,2,7.5,2,2,7.5
41.68,2039967.69025376,2,7.5,2,2,7.5
41.59,1992382.87457707,2,7.5,2,2,7.5
41.44,1995571.05377819,2,7.5,2,2,7.5
41.38,1981314.72755639,2,7.5,2,2,7.5
41.47,2018817.0081203,2,7.5,2,2,7.5
41.21,1977534.02326128,2,7.5,2,2,7.5
41.14,1994467.06003759,2,7.5,2,2,7.5
41.11,1986667.40954887,2,7.5,2,2,7.5
40.93,1996645.85241542,2,7.5,2,2,7.5
40.9,1949737.20518797,2,7.5,2,2,7.5
40.81,1993750.97929511,2,7.5,2,2,7.5
40.66,1984936.76816729,2,7.5,2,2,7.5
40.44,1993356.90699248,2,7.5,2,2,7.5
40.35,1994526.31254699,2,7.5,2,2,7.5
40.28,1992973.30550752,2,7.5,2,2,7.5
40.26,1978342.98631579,2,7.5,2,2,7.5
40.19,1979820.97302632,2,7.5,2,2,7.5
40.03,1983944.62739661,2,7.5,2,2,7.5
40,1960870.76402256,2,7.5,2,2,7.5
39.93,1994674.9981579,2,7.5,2,2,7.5
40.03,1978878.47625,2,7.5,2,2,7.5
40.17,2004043.7930639,2,7.5,2,2,7.5
40.14,2006082.15329887,2,7.5,2,2,7.5
40.15,1962481.05259399,2,7.5,2,2,7.5
40.12,1928572.97258458,2,7.5,2,2,7.5
40.08,1997428.94639098,2,7.5,2,2,7.5
39.92,1984530.13088346,2,7.5,2,2,7.5
39.88,2001825.70432331,2,7.5,2,2,7.5
39.98,1958422.93322369,2,7.5,2,2,7.5
39.94,1979110.18928571,2,7.5,2,2,7.5
39.84,1969292.7506391,1.5,4.5,1.5,1.5,4.5
39.67,1812136.98735902,1.5,4.5,1.5,1.5,4.5
39.53,1806786.89227444,1.5,4.5,1.5,1.5,4.5
39.47,1779523.10041354,1.5,4.5,1.5,1.5,4.5
39.46,1788707.3625564,1.5,4.5,1.5,1.5,4.5
39.41,1790268.62306391,1.5,4.5,1.5,1.5,4.5
39.48,1781847.12919173,1.5,4.5,1.5,1.5,4.5
39.39,1767168.39786655,1.5,4.5,1.5,1.5,4.5
39.41,1727481.65836467,1.5,4.5,1.5,1.5,4.5
39.36,1755688.43974624,1.5,4.5,1.5,1.5,4.5
39.25,1737286.40884399,1.5,4.5,1.5,1.5,4.5
39.23,1749025.9200564,1.5,4.5,1.5,1.5,4.5
39.2,1755753.2356297,1.5,4.5,1.5,1.5,4.5
39.13,1777223.70885338,1.5,4.5,1.5,1.5,4.5
39.16,1754362.34148497,1.5,4.5,1.5,1.5,4.5
39.08,1763379.68647557,1.5,4.5,1.5,1.5,4.5
39.08,1765092.21950188,1.5,4.5,1.5,1.5,4.5
39.15,1763129.6187124,1.5,4.5,1.5,1.5,4.5
39.03,1784827.98620301,1.5,4.5,1.5,1.5,4.5
38.94,1797073.66906016,1.5,4.5,1.5,1.5,4.5
38.82,1763340.1437406,1.5,4.5,1.5,1.5,4.5
38.8,1761970.31441729,1.5,4.5,1.5,1.5,4.5
38.8,1711898.9875094,1.5,4.5,1.5,1.5,4.5
38.82,1797979.33319548,1.5,4.5,1.5,1.5,4.5
38.95,1788736.3112876,1.5,4.5,1.5,1.5,4.5
39.06,1744306.90731203,1.5,4.5,1.5,1.5,4.5
38.95,1747154.10741541,1.5,4.5,1.5,1.5,4.5
39.04,1759297.91537594,1.5,4.5,1.5,1.5,4.5
39.15,1761644.48720865,1.5,4.5,1.5,1.5,4.5
39.13,1786526.9687594,1.5,4.5,1.5,1.5,4.5
39.19,1758635.66695489,1.5,4.5,1.5,1.5,4.5
39.13,1769574.46858083,1.5,4.5,1.5,1.5,4.5
39.09,1763654.39145677,1.5,4.5,1.5,1.5,4.5
39.04,1747982.2875,1.5,4.5,1.5,1.5,4.5
38.94,1762628.37451128,1.5,4.5,1.5,1.5,4.5
38.93,1746438.3962312,1.5,4.5,1.5,1.5,4.5
38.83,1748303.31045113,1.5,4.5,1.5,1.5,4.5
38.76,1737595.1131861,1.5,4.5,1.5,1.5,4.5
38.85,1749201.21386278,1.5,4.5,1.5,1.5,4.5
38.87,1763284.46362782,1.5,4.5,1.5,1.5,4.5
38.81,1739728.08033834,1.5,4.5,1.5,1.5,4.5
38.72,1759549.33818609,1.5,4.5,1.5,1.5,4.5
38.63,1774710.46624061,1.5,4.5,1.5,1.5,4.5
38.46,1792214.47054511,1.5,4.5,1.5,1.5,4.5
38.5,1739586.41633459,1.5,4.5,1.5,1.5,4.5
38.52,1752443.84131579,1.5,4.5,1.5,1.5,4.5
38.52,1770491.34265038,1.5,4.5,1.5,1.5,4.5
38.44,1765779.96744361,1.5,4.5,1.5,1.5,4.5
38.47,1735671.06964285,1.5,4.5,1.5,1.5,4.5
38.44,1746450.22209587,1.5,4.5,1.5,1.5,4.5
38.33,1769550.69366541,1.5,4.5,1.5,1.5,4.5
38.23,1749749.14559211,1.5,4.5,1.5,1.5,4.5
38.29,1758955.21167293,1.5,4.5,1.5,1.5,4.5
38.22,1739102.04862782,1.5,4.5,1.5,1.5,4.5
38.17,1749376.75404135,1.5,4.5,1.5,1.5,4.5
38.11,1775572.5225,1.5,4.5,1.5,1.5,4.5
37.87,1769333.88614661,1.5,4.5,1.5,1.5,4.5
37.84,1750288.08473685,1.5,4.5,1.5,1.5,4.5
37.81,1766613.56771617,1.5,4.5,1.5,1.5,4.5
37.79,1768087.98203008,1.5,4.5,1.5,1.5,4.5
37.77,1740720.83703947,1.5,7.5,1.5,1.5,7.5
37.63,1800452.04758459,1.5,7.5,1.5,1.5,7.5
37.28,1800136.93756579,1.5,7.5,1.5,1.5,7.5
37.05,1771090.02704887,1.5,7.5,1.5,1.5,7.5
36.88,1771740.81916353,1.5,7.5,1.5,1.5,7.5
36.74,1747167.28832707,1.5,7.5,1.5,1.5,7.5
36.64,1750659.1212406,1.5,7.5,1.5,1.5,7.5
36.61,1745216.88296053,1.5,7.5,1.5,1.5,7.5
36.58,1760709.50478383,1.5,7.5,1.5,1.5,7.5
36.61,1756732.4418609,1.5,7.5,1.5,1.5,7.5
36.54,1739102.17181391,1.5,7.5,1.5,1.5,7.5
36.5,1751606.05271617,1.5,7.5,1.5,1.5,7.5
36.44,1759839.81098684,1.5,7.5,1.5,1.5,7.5
36.34,1748693.81035714,1.5,7.5,1.5,1.5,7.5
36.22,1769851.76046992,1.5,7.5,1.5,1.5,7.5
36.13,1751502.33002819,1.5,7.5,1.5,1.5,7.5
36.11,1750488.01576128,1.5,7.5,1.5,1.5,7.5
35.95,1774104.14430451,1.5,7.5,1.5,1.5,7.5
35.93,1772848.38530075,1.5,7.5,1.5,1.5,7.5
35.88,1773940.55317669,1.5,7.5,1.5,1.5,7.5
35.84,1760047.13317669,1.5,7.5,1.5,1.5,7.5
35.84,1755368.15591165,1.5,7.5,1.5,1.5,7.5
35.78,1771967.85112782,1.5,7.5,1.5,1.5,7.5
35.65,1735365.07539473,1.5,7.5,1.5,1.5,7.5
35.55,1761307.2036936,1.5,7.5,1.5,1.5,7.5
35.52,1774280.17722745,1.5,7.5,1.5,1.5,7.5
35.32,1760662.32451128,1.5,7.5,1.5,1.5,7.5
35.28,1746258.42135338,1.5,7.5,1.5,1.5,7.5
35.13,1735924.83298872,1.5,7.5,1.5,1.5,7.5
35.21,1745979.52804511,1.5,7.5,1.5,1.5,7.5
35.17,1743727.43994361,1.5,7.5,1.5,1.5,7.5
34.94,1760654.81015977,1.5,7.5,1.5,1.5,7.5
34.82,1761016.36133459,1.5,7.5,1.5,1.5,7.5
34.75,1751037.3025376,1.5,7.5,1.5,1.5,7.5
34.71,1761694.99350564,1.5,7.5,1.5,1.5,7.5
34.68,1749423.93431392,1.5,7.5,1.5,1.5,7.5
34.59,1790994.43550752,1.5,7.5,1.5,1.5,7.5
34.53,1767589.32473685,1.5,7.5,1.5,1.5,7.5
34.52,1749702.58125,1.5,7.5,1.5,1.5,7.5
34.61,1755473.11046053,1.5,7.5,1.5,1.5,7.5
34.54,1763418.98283834,1.5,7.5,1.5,1.5,7.5
34.59,1747172.95488721,1.5,7.5,1.5,1.5,7.5
34.39,1760820.12589286,1.5,7.5,1.5,1.5,7.5
34.42,1741318.04320489,1.5,7.5,1.5,1.5,7.5
34.28,1746421.88929511,1.5,7.5,1.5,1.5,7.5
34.25,1743169.77651315,1.5,7.5,1.5,1.5,7.5
34.25,1754822.19515977,1.5,7.5,1.5,1.5,7.5
34.34,1759582.47524436,1.5,7.5,1.5,1.5,7.5
34.31,1769942.54861842,1.5,7.5,1.5,1.5,7.5
34.38,1758575.67532895,1.5,7.5,1.5,1.5,7.5
34.27,1784975.19358082,1.5,7.5,1.5,1.5,7.5
34.32,1752343.07509399,1.5,7.5,1.5,1.5,7.5
34.26,1781782.70286654,1.5,7.5,1.5,1.5,7.5
34.22,1751345.14457706,1.5,7.5,1.5,1.5,7.5
34.19,1763210.42878759,1.5,7.5,1.5,1.5,7.5
34.15,1759135.8024812,1.5,7.5,1.5,1.5,7.5
34.3,1770212.57252819,1.5,7.5,1.5,1.5,7.5
34.18,1751669.37036654,1.5,7.5,1.5,1.5,7.5
34.15,1751790.46229323,1.5,7.5,1.5,1.5,7.5
34.11,1758842.49640037,1.5,7.5,1.5,1.5,7.5
34.2,1797389.51819549,3,7,3,3,7
35.38,2238334.86727441,3,7,3,3,7
37.5,2248113.13274434,3,7,3,3,7
37.94,2290033.48243425,3,7,3,3,7
38.53,2224602.08193605,3,7,3,3,7
39.09,2176873.6312782,3,7,3,3,7
39.28,2291980.93133459,3,7,3,3,7
39.93,2292935.86990603,3,7,3,3,7
40.44,2332444.48232145,3,7,3,3,7
40.84,2339414.47449249,3,7,3,3,7
41.31,2244267.13982145,3,7,3,3,7
41.57,2309294.36675748,3,7,3,3,7
41.79,2307539.0881579,3,7,3,3,7
42.04,2351189.9560432,3,7,3,3,7
42.42,2340792.43409775,3,7,3,3,7
42.84,2219991.10339288,3,7,3,3,7
43.04,2310117.74258459,3,7,3,3,7
43.19,2332322.77446429,3,7,3,3,7
43.49,2305393.18646616,3,7,3,3,7
43.67,2301923.40386281,3,7,3,3,7
43.85,2307253.66598688,3,7,3,3,7
43.96,2251716.07951124,3,7,3,3,7
44.2,2267777.08195489,3,7,3,3,7
44.37,2317255.02146616,3,7,3,3,7
44.45,2251031.28803573,3,7,3,3,7
44.92,2364010.05563913,3,7,3,3,7
45.04,2322368.10651316,3,7,3,3,7
45.29,2294280.19970861,3,7,3,3,7
45.32,2360606.67033834,3,7,3,3,7
45.44,2338007.44296995,3,7,3,3,7
45.72,2318171.27960523,3,7,3,3,7
45.71,2258467.90911657,3,7,3,3,7
45.59,2317349.62838346,3,7,3,3,7
45.84,2342867.50378758,3,7,3,3,7
45.97,2321704.379859,3,7,3,3,7
46.08,2336736.40889094,3,7,3,3,7
46.05,2260123.77654138,3,7,3,3,7
45.98,2302169.52967107,3,7,3,3,7
46.19,2249781.19559206,3,7,3,3,7
46.3,2339778.48938913,3,7,3,3,7
46.33,2158881.44049809,3,7,3,3,7
46.85,2348474.56505636,3,7,3,3,7
46.71,2305921.40842107,3,7,3,3,7
46.83,2340712.11676691,3,7,3,3,7
46.95,2311618.1491635,3,7,3,3,7
46.83,2296824.97796056,3,7,3,3,7
46.71,2338783.76171055,3,7,3,3,7
46.96,2309925.44909774,3,7,3,3,7
46.7,2241614.45055454,3,7,3,3,7
47.04,2337490.55413535,3,7,3,3,7
46.89,2112093.392453,3,7,3,3,7
47.1,2315258.05175749,3,7,3,3,7
47.17,2300411.78734964,3,7,3,3,7
47.38,2333096.01355262,3,7,3,3,7
47.36,2100456.61843984,3,7,3,3,7
47.17,2227791.12343985,3,7,3,3,7
47.3,2122119.13877822,3,7,3,3,7
47.35,2140082.99675748,3,7,3,3,7
47.21,2193026.2841729,3,7,3,3,7
47.44,2169215.6447932,3,7,3,3,7
48.19,2333383.03714287,3,7,3,3,7
48.19,2343791.15309207,3,7,3,3,7
48.23,2300118.8508271,3,7,3,3,7
48.19,2326649.43907891,3,7,3,3,7
48.27,2237218.6781109,3,7,3,3,7
48.41,2316966.51964287,3,7,3,3,7
48.56,2333754.44320489,3,7,3,3,7
48.6,2326471.31199248,3,7,3,3,7
48.77,2259308.40781013,3,7,3,3,7
48.82,2220752.51661658,3,7,3,3,7
48.74,2295948.5089286,3,7,3,3,7
48.97,2314030.62555455,3,7,3,3,7
49.05,2231354.52747176,3,7,3,3,7
48.97,2104334.51656016,3,7,3,3,7
48.85,2276236.27077064,3,7,3,3,7
48.86,2324272.93302632,3,7,3,3,7
49.04,2189929.50905076,3,7,3,3,7
48.9,2135247.81953004,3,7,3,3,7
49.13,2249645.93726504,3,7,3,3,7
48.82,2092418.47968045,3,7,3,3,7
48.86,2282555.22445488,3,7,3,3,7
49.06,2254637.31445488,3,7,3,3,7
48.85,2137137.00140975,3,7,3,3,7
48.98,2136742.68273492,3,7,3,3,7
49.01,2211194.26150374,3,7,3,3,7
49.18,2165128.08394741,3,7,3,3,7
49.14,2116812.15882517,3,7,3,3,7
49.2,2098520.99540413,3,7,3,3,7
49.31,2204725.63671995,3,7,3,3,7
49.27,2285202.00078947,3,7,3,3,7
49.62,2168334.8642481,3,7,3,3,7
49.53,2187000.6365695,3,7,3,3,7
49.77,2062727.42909775,3,7,3,3,7
49.53,2106382.97805454,3,7,3,3,7
49.71,2280940.37799809,3,7,3,3,7
50.03,2338241.86609963,3,7,3,3,7
50.12,2300148.90823312,3,7,3,3,7
50.03,2326424.99402259,3,7,3,3,7
50.38,2316837.42062031,3,7,3,3,7
50.33,2290137.08193605,3,7,3,3,7
50.33,2266963.80738719,3,7,3,3,7
50.34,2243772.30129697,3,7,3,3,7
50.23,2292524.30517859,3,7,3,3,7
50.37,2313625.71287597,3,7,3,3,7
50.46,2124024.33484965,3,7,3,3,7
50.38,2178554.25910716,3,7,3,3,7
50.4,2250876.44312032,3,7,3,3,7
50.22,1987959.87800752,3,7,3,3,7
50.16,2304899.94936089,3,7,3,3,7
50.5,2152125.79212403,3,7,3,3,7
50.61,2218246.78835523,3,7,3,3,7
50.61,2281698.46519741,3,7,3,3,7
50.81,2331174.31054514,3,7,3,3,7
50.83,2318766.39160716,3,7,3,3,7
51.03,2220542.73070489,3,7,3,3,7
50.71,2217123.57758459,3,7,3,3,7
50.81,2185995.9308177,3,7,3,3,7
50.68,2345193.01079889,3,7,3,3,7
50.96,2266913.54746237,3,7,3,3,7
50.77,2280410.80099628,3,7,3,3,7
50.88,2297075.90802632,1.5,3.5,1.5,1.5,3.5
50.52,1930750.65628759,1.5,3.5,1.5,1.5,3.5
49.38,1801142.87517858,1.5,3.5,1.5,1.5,3.5
49.13,1735393.16182331,1.5,3.5,1.5,1.5,3.5
48.87,1720048.11693609,1.5,3.5,1.5,1.5,3.5
48.6,1738562.12399436,1.5,3.5,1.5,1.5,3.5
48.34,1743946.09525376,1.5,3.5,1.5,1.5,3.5
48.15,1770923.47945488,1.5,3.5,1.5,1.5,3.5
47.8,1782932.64501879,1.5,3.5,1.5,1.5,3.5
47.44,1748141.32074248,1.5,3.5,1.5,1.5,3.5
47.26,1742880.78194549,1.5,3.5,1.5,1.5,3.5
46.89,1747429.67469925,1.5,3.5,1.5,1.5,3.5
46.65,1770709.50521617,1.5,3.5,1.5,1.5,3.5
46.41,1768884.01054511,1.5,3.5,1.5,1.5,3.5
46.17,1736609.99402256,1.5,3.5,1.5,1.5,3.5
45.75,1766137.69984962,1.5,3.5,1.5,1.5,3.5
45.46,1741548.77075188,1.5,3.5,1.5,1.5,3.5
45.26,1754403.97838346,1.5,3.5,1.5,1.5,3.5
45.02,1760372.59082706,1.5,3.5,1.5,1.5,3.5
44.91,1748693.56398497,1.5,3.5,1.5,1.5,3.5
44.69,1738776.59097744,1.5,3.5,1.5,1.5,3.5
44.55,1726170.95836466,1.5,3.5,1.5,1.5,3.5
44.44,1747306.61179511,1.5,3.5,1.5,1.5,3.5
44.18,1737329.0312312,1.5,3.5,1.5,1.5,3.5
44.07,1745769.12620301,1.5,3.5,1.5,1.5,3.5
43.86,1763672.62299813,1.5,3.5,1.5,1.5,3.5
43.82,1762657.32324248,1.5,3.5,1.5,1.5,3.5
43.7,1766834.56356203,1.5,3.5,1.5,1.5,3.5
43.57,1741721.97039473,1.5,3.5,1.5,1.5,3.5
43.48,1770155.41418233,1.5,3.5,1.5,1.5,3.5
43.39,1785290.54997181,1.5,3.5,1.5,1.5,3.5
43.3,1744283.62514098,1.5,3.5,1.5,1.5,3.5
43.16,1735181.03537594,1.5,3.5,1.5,1.5,3.5
42.91,1776096.30975564,1.5,3.5,1.5,1.5,3.5
42.89,1750941.71013158,1.5,3.5,1.5,1.5,3.5
42.84,1757574.54197369,1.5,3.5,1.5,1.5,3.5
42.58,1740348.81504699,1.5,3.5,1.5,1.5,3.5
